dataset,seed,match_type,target_cell_x,target_cell_y,control_cell_x,control_cell_y,target_fitness,control_fitness,fitness_difference_target_minus_control,target_depth,control_depth,absolute_depth_difference,target_assignment_count,control_assignment_count,match_distance_standardized
horseshoe,1005,depth_only,14,18,6,16,20.07999999999996,7.141999999999995,12.937999999999963,25.808747157258686,25.798781411546383,0.009965745712303686,28,119,0.000520287583335484
horseshoe,1005,depth_only,15,13,6,10,22.53499999999995,10.667999999999969,11.866999999999981,24.701190291493134,24.682979963816486,0.01821032767664832,9,65,0.0009507173524338781
horseshoe,1005,depth_only,16,8,17,15,20.774999999999903,24.359999999999975,-3.585000000000072,31.396287590125258,31.106479651194707,0.2898079389305508,17,1,0.015130174552964651
horseshoe,1005,depth_only,16,9,17,15,23.79499999999993,24.359999999999975,-0.5650000000000439,31.239677834054824,31.106479651194707,0.13319818286011653,19,1,0.006953956348636171
horseshoe,1005,depth_only,17,8,18,13,24.01499999999993,25.58999999999996,-1.5750000000000313,34.848404018094996,34.782009272098456,0.06639474599653994,11,0,0.0034663097913550695
horseshoe,1005,depth_only,17,16,16,10,23.01499999999996,23.544999999999927,-0.5299999999999656,32.09498254850808,32.17278822689922,0.07780567839114383,7,2,0.004062047090959582
horseshoe,1005,depth_only,18,17,18,12,25.414999999999925,22.909999999999915,2.5050000000000097,35.80768075647768,35.57318952319564,0.2344912332820428,7,1,0.012242222569159758
open_robustness,1001,depth_only,3,5,9,4,29.689999999999955,19.42999999999995,10.260000000000005,25.618154858576975,25.579624359043287,0.03853049953368881,3,5,0.0023957459096463807
open_robustness,1001,depth_only,4,5,22,13,25.62999999999994,2.070000000000001,23.55999999999994,24.78889184261272,24.700482701504843,0.08840914110787779,2,1,0.005497095567093733
open_robustness,1001,depth_only,5,5,9,21,27.569999999999922,13.794999999999945,13.774999999999977,23.87846935863071,23.858924795276142,0.019544563354568112,8,16,0.0012152400897785171
open_robustness,1001,depth_only,5,14,5,12,28.864999999999952,26.14999999999991,2.7150000000000425,19.420642692731086,19.405202430674596,0.015440262056490184,8,8,0.0009600432154626456
open_robustness,1001,depth_only,6,16,6,9,27.90499999999997,24.504999999999956,3.400000000000013,19.594870322795703,19.589659127782614,0.005211195013089309,6,0,0.00032402121145775546
open_robustness,1001,depth_only,7,13,16,12,26.304999999999957,9.601999999999956,16.703000000000003,17.202764809895296,17.21654716533441,0.013782355439115435,5,17,0.0008569580479921744
open_robustness,1001,depth_only,7,15,17,15,29.14499999999997,23.354999999999958,5.790000000000013,18.19400235850712,18.19468409729244,0.0006817387853210732,28,115,4.238909243707612e-05
open_robustness,1001,depth_only,8,8,7,17,25.824999999999964,27.754999999999963,-1.9299999999999997,19.637505594683958,19.650436130277754,0.012930535593795867,8,10,0.0008039936708136314
open_robustness,1001,depth_only,8,21,15,5,11.58899999999999,11.595999999999995,-0.007000000000005002,24.36621901408645,24.141728551676124,0.22449046241032633,6,8,0.01395834763584946
open_robustness,1001,depth_only,9,2,15,3,20.97499999999995,6.020999999999997,14.953999999999954,29.348797881601122,29.142428952155587,0.2063689294455351,3,2,0.012831588600738547
open_robustness,1001,depth_only,10,5,21,13,22.44499999999994,2.737999999999999,19.70699999999994,23.138158161391647,23.12684308026481,0.011315081126838322,11,26,0.0007035480893061917
open_robustness,1001,depth_only,10,9,11,17,24.240000000000013,22.689999999999962,1.5500000000000504,17.46229345558947,17.442975916585866,0.019317539003605333,19,86,0.0012011241902497903
open_robustness,1001,depth_only,11,5,8,20,19.549999999999926,14.289999999999957,5.25999999999997,22.767810391085952,22.742856850278667,0.02495354080728518,11,6,0.001551558999850945
open_robustness,1001,depth_only,11,6,17,8,16.924999999999994,8.448999999999991,8.476000000000003,21.05914166858869,21.090284580679253,0.03114291209056219,8,4,0.0019364011668264547
open_robustness,1001,depth_only,11,10,9,15,20.48999999999998,26.53499999999998,-6.044999999999998,16.613886495323563,16.59483355134052,0.01905294398304136,17,64,0.0011846722250300119
open_robustness,1001,depth_only,12,2,11,2,16.67499999999998,3.187999999999999,13.48699999999998,28.749108039447858,28.693112086366874,0.05599595308098415,2,1,0.0034817112981684476
open_robustness,1001,depth_only,12,4,11,4,6.6649999999999965,19.78999999999996,-13.124999999999964,24.581238924241415,24.610081688011736,0.0288427637703208,5,6,0.00179338275293384
