evaluation,event,filled_cells,coverage,qd_score,raw_qd_score,qd_score_fitness_floor,max_fitness,mean_fitness,occupancy_entropy,mean_pairwise_descriptor_euclidean,mean_pairwise_descriptor_knn_geodesic,pairwise_geodesic_k,pairwise_geodesic_finite_fraction,pairwise_geodesic_disconnected_pairs
8800,log,345,0.552,6197.932999999986,4472.932999999985,-5.0,28.404999999999866,12.965023188405755,0.9076995719880914,nan,nan,20,nan,-1
8900,log,345,0.552,6203.117999999986,4478.117999999986,-5.0,28.404999999999866,12.980052173913002,0.9076995719880914,nan,nan,20,nan,-1
9000,log,347,0.5552,6263.028999999986,4528.028999999986,-5.0,28.55999999999988,13.04907492795385,0.9085974573415494,26.970613515879432,27.20423048365895,20,1.0,0
9100,log,348,0.5568,6291.351999999986,4551.351999999986,-5.0,28.55999999999988,13.078597701149386,0.9090444612000678,nan,nan,20,nan,-1
9200,log,349,0.5584,6321.912999999986,4576.912999999986,-5.0,28.55999999999988,13.114363896848097,0.9094901824058664,nan,nan,20,nan,-1
9300,log,351,0.5616,6388.885999999986,4633.885999999985,-5.0,28.659999999999872,13.201954415954374,0.9103778061562595,nan,nan,20,nan,-1
9400,log,352,0.5632,6447.762999999985,4687.762999999985,-5.0,28.659999999999872,13.31750852272723,0.9108197231929859,nan,nan,20,nan,-1
9500,log,353,0.5648,6482.757999999985,4717.757999999985,-5.0,28.659999999999872,13.364753541076446,0.9112603865626757,nan,nan,20,nan,-1
9600,log,354,0.5664,6513.885999999986,4743.885999999986,-5.0,28.659999999999872,13.40080790960448,0.9116998033582263,nan,nan,20,nan,-1
9700,log,354,0.5664,6514.319999999985,4744.319999999985,-5.0,28.659999999999872,13.402033898305042,0.9116998033582263,nan,nan,20,nan,-1
9800,log,356,0.5696,6542.442999999985,4762.442999999986,-5.0,28.659999999999872,13.377648876404454,0.9125749252990497,nan,nan,20,nan,-1
9900,log,356,0.5696,6557.027999999986,4777.027999999986,-5.0,28.659999999999872,13.418617977528049,0.9125749252990497,nan,nan,20,nan,-1
10000,retrain,227,0.3632,4029.733999999992,2894.733999999992,-5.0,28.659999999999872,12.752132158590275,0.8426777410252432,15.48641250189771,15.657304635609938,20,1.0,0
10000,log,227,0.3632,4029.733999999992,2894.733999999992,-5.0,28.659999999999872,12.752132158590275,0.8426777410252432,15.48641250189771,15.657304635609938,20,1.0,0
